nom_med,prenom_med,specialite,id_user
Fall,Cheikh,Gynecologie,7167
Diallo,Abdoulaye,Gynecologie,7815
Sy,Cheikh,Pediatrie,1082
Gueye,Awa,Cardiologie,8858
Faye,Khady,Dermatologie,8386
Sow,Ibrahima,Gynecologie,3035
Ba,Moussa,Cardiologie,5099
Sow,Mariama,Medecine generale,6023
Fall,Khady,Cardiologie,2192
Sarr,Fatou,Medecine generale,1622
Ba,Ousmane,Dermatologie,2126
Faye,Khady,Chirurgie,846
Faye,Mamadou,Cardiologie,810
Fall,Ousmane,Chirurgie,2990
Gueye,Fatou,Cardiologie,7407
Diallo,Ousmane,Pediatrie,3054
Ndiaye,Mariama,Gynecologie,7805
Sarr,Mariama,Gynecologie,6045
Ndiaye,Cheikh,Medecine generale,1760
Kane,Khady,Dermatologie,7602
Sow,Mariama,Gynecologie,4892
Kane,Abdoulaye,Dermatologie,1702
Kane,Aminata,Pediatrie,2837
Kane,Aminata,Gynecologie,6563
Fall,Aminata,Chirurgie,4912
Ndiaye,Moussa,Medecine generale,4446
Sarr,Cheikh,Cardiologie,6529
Ndiaye,Awa,Cardiologie,5170
Ba,Abdoulaye,Medecine generale,4586
Faye,Oumar,Cardiologie,6266
Sy,Awa,Dermatologie,8572
Kane,Ousmane,Chirurgie,8777
Gueye,Ibrahima,Gynecologie,3003
Diallo,Ousmane,Cardiologie,1783
Diallo,Ousmane,Pediatrie,7182
Sow,Ibrahima,Gynecologie,5853
Kane,Ousmane,Pediatrie,9708
Gueye,Mamadou,Pediatrie,9376
Sy,Fatou,Cardiologie,1372
Gueye,Moussa,Pediatrie,3573
Diop,Mariama,Gynecologie,6503
Ba,Mariama,Cardiologie,6426
Diop,Aminata,Pediatrie,9964
Faye,Fatou,Dermatologie,9285
Ba,Moussa,Dermatologie,3608
Faye,Ibrahima,Pediatrie,1845
Gueye,Awa,Medecine generale,1045
Ndiaye,Cheikh,Medecine generale,8497
Sarr,Abdoulaye,Medecine generale,28
Diop,Abdoulaye,Gynecologie,6542
Sy,Ousmane,Chirurgie,6895
Sy,Ibrahima,Dermatologie,5553
Fall,Fatou,Dermatologie,5765
Diallo,Fatou,Cardiologie,1488
Diallo,Moussa,Chirurgie,3515
Ba,Abdoulaye,Pediatrie,8280
Sy,Cheikh,Dermatologie,2588
Faye,Ousmane,Dermatologie,83
Sarr,Cheikh,Medecine generale,282
Gueye,Abdoulaye,Cardiologie,2172
Gueye,Ousmane,Gynecologie,3399
Ndiaye,Abdoulaye,Medecine generale,238
Gueye,Cheikh,Chirurgie,911
Sarr,Mamadou,Dermatologie,2014
Diallo,Moussa,Chirurgie,2764
Sy,Khady,Cardiologie,7807
Faye,Oumar,Medecine generale,6234
Ndiaye,Khady,Dermatologie,7930
Sow,Khady,Pediatrie,8285
Ba,Mamadou,Dermatologie,1649
Sow,Fatou,Medecine generale,3446
Sy,Ousmane,Dermatologie,611
Kane,Khady,Gynecologie,1881
Gueye,Khady,Gynecologie,8039
Ba,Oumar,Gynecologie,4911
Gueye,Oumar,Dermatologie,1027
Kane,Ousmane,Dermatologie,4300
Kane,Aminata,Gynecologie,5288
Sy,Abdoulaye,Cardiologie,819
Fall,Abdoulaye,Gynecologie,5393
Faye,Moussa,Pediatrie,1226
Kane,Ousmane,Gynecologie,9644
Sy,Abdoulaye,Gynecologie,2594
Kane,Fatou,Cardiologie,2520
Gueye,Mamadou,Cardiologie,9140
Ba,Oumar,Dermatologie,7006
Fall,Awa,Medecine generale,2016
Sow,Ousmane,Pediatrie,6523
Ndiaye,Mamadou,Pediatrie,2868
Kane,Fatou,Cardiologie,9679
Ndiaye,Ousmane,Pediatrie,2833
Sow,Khady,Gynecologie,9120
Fall,Moussa,Pediatrie,4649
Ndiaye,Ousmane,Pediatrie,1764
Diallo,Abdoulaye,Cardiologie,8795
Ba,Abdoulaye,Medecine generale,4135
Sy,Cheikh,Medecine generale,9717
Faye,Moussa,Gynecologie,1336
Diallo,Khady,Dermatologie,4284
Kane,Mamadou,Dermatologie,9242
Sow,Moussa,Pediatrie,8196
Sarr,Aminata,Pediatrie,6620
Diallo,Aminata,Cardiologie,6725
Diop,Khady,Medecine generale,4337
Kane,Ousmane,Chirurgie,9674
Sow,Moussa,Medecine generale,2974
Sarr,Abdoulaye,Medecine generale,5347
Diallo,Moussa,Medecine generale,6868
Ba,Mariama,Dermatologie,771
Fall,Oumar,Chirurgie,4529
Diop,Awa,Chirurgie,4099
Fall,Cheikh,Gynecologie,2948
Gueye,Cheikh,Cardiologie,1750
Diallo,Abdoulaye,Chirurgie,1041
Sy,Mamadou,Gynecologie,3033
Sarr,Ousmane,Medecine generale,6492
Sarr,Oumar,Chirurgie,5865
Diallo,Khady,Medecine generale,5542
Sarr,Oumar,Chirurgie,106
Fall,Fatou,Pediatrie,9780
Ndiaye,Aminata,Dermatologie,320
Sow,Mariama,Pediatrie,3941
Sow,Fatou,Medecine generale,1919
Diop,Moussa,Cardiologie,8171
Diallo,Mamadou,Chirurgie,8330
Sarr,Fatou,Cardiologie,3081
Fall,Khady,Chirurgie,1528
Fall,Ibrahima,Dermatologie,1297
Kane,Moussa,Cardiologie,2727
Ndiaye,Awa,Chirurgie,7800
Fall,Ibrahima,Dermatologie,8784
Diop,Awa,Medecine generale,1762
Sarr,Awa,Dermatologie,5319
Sarr,Awa,Gynecologie,7933
Diallo,Oumar,Dermatologie,3550
Ndiaye,Abdoulaye,Chirurgie,4002
Faye,Fatou,Pediatrie,7300
Faye,Aminata,Gynecologie,2274
Ndiaye,Aminata,Medecine generale,2280
Kane,Awa,Medecine generale,1499
Ba,Ousmane,Dermatologie,3877
Diallo,Cheikh,Pediatrie,2127
Diop,Ousmane,Dermatologie,4728
Faye,Oumar,Chirurgie,5079
Ndiaye,Cheikh,Chirurgie,1803
Gueye,Ousmane,Pediatrie,2409
Diop,Awa,Cardiologie,8457
Kane,Mamadou,Pediatrie,4340
Kane,Fatou,Gynecologie,5773
Kane,Oumar,Dermatologie,6236
Ba,Moussa,Cardiologie,5536
Sow,Oumar,Medecine generale,5937
Ba,Ousmane,Cardiologie,3069
Faye,Cheikh,Pediatrie,1996
Faye,Ousmane,Pediatrie,7877
Sy,Ousmane,Pediatrie,1005
Diop,Cheikh,Gynecologie,2570
Fall,Abdoulaye,Gynecologie,8504
Faye,Mamadou,Medecine generale,6231
Fall,Cheikh,Dermatologie,7081
Kane,Awa,Chirurgie,4602
Diallo,Cheikh,Chirurgie,8943
Diop,Cheikh,Dermatologie,4389
Kane,Moussa,Pediatrie,1214
Gueye,Mariama,Pediatrie,905
Fall,Fatou,Dermatologie,9693
Sy,Mariama,Chirurgie,8373
Diop,Cheikh,Gynecologie,6431
Ndiaye,Moussa,Dermatologie,6801
Sarr,Oumar,Chirurgie,3002
Faye,Abdoulaye,Pediatrie,7357
Kane,Moussa,Cardiologie,5882
Diallo,Abdoulaye,Medecine generale,8118
Faye,Abdoulaye,Medecine generale,1440
Ba,Ibrahima,Dermatologie,5654
Gueye,Mamadou,Medecine generale,8301
Gueye,Fatou,Dermatologie,3313
Faye,Cheikh,Medecine generale,3170
Gueye,Aminata,Cardiologie,852
Fall,Mamadou,Medecine generale,3341
Gueye,Awa,Cardiologie,7366
Sarr,Ousmane,Cardiologie,3496
Diallo,Aminata,Medecine generale,9330
Sarr,Mariama,Gynecologie,7476
Fall,Khady,Medecine generale,4719
Gueye,Awa,Pediatrie,4420
Fall,Cheikh,Gynecologie,7692
Diallo,Fatou,Medecine generale,908
Sow,Ibrahima,Gynecologie,4286
Sow,Ousmane,Chirurgie,4034
Diop,Oumar,Chirurgie,315
Sow,Mariama,Medecine generale,9044
Sow,Moussa,Cardiologie,4238
Sarr,Oumar,Gynecologie,2884
Gueye,Khady,Medecine generale,7838
Gueye,Aminata,Gynecologie,4384
Kane,Awa,Dermatologie,6560
Gueye,Ousmane,Chirurgie,9751
Kane,Fatou,Chirurgie,8845
Diallo,Fatou,Dermatologie,5122
Diallo,Cheikh,Gynecologie,4972
Kane,Aminata,Cardiologie,2670
Diallo,Fatou,Pediatrie,5152
Sarr,Mariama,Dermatologie,10000
Sarr,Mariama,Dermatologie,6208
Sow,Mariama,Gynecologie,3190
Faye,Moussa,Chirurgie,1998
Diallo,Moussa,Medecine generale,2026
Sow,Fatou,Medecine generale,6428
Fall,Cheikh,Pediatrie,2031
Ndiaye,Abdoulaye,Medecine generale,4591
Sy,Khady,Dermatologie,7032
Faye,Mamadou,Cardiologie,2797
Ndiaye,Mariama,Cardiologie,7001
Ndiaye,Abdoulaye,Cardiologie,8156
Faye,Aminata,Gynecologie,2584
Sarr,Fatou,Dermatologie,7410
Diop,Mamadou,Chirurgie,7393
Ba,Fatou,Medecine generale,7172
Sarr,Mamadou,Pediatrie,5314
Diop,Abdoulaye,Cardiologie,4578
Ndiaye,Khady,Gynecologie,3186
Gueye,Aminata,Chirurgie,9872
Sow,Oumar,Medecine generale,8272
Sy,Mamadou,Gynecologie,6968
Diallo,Khady,Cardiologie,93
Diallo,Khady,Chirurgie,508
Sarr,Awa,Pediatrie,481
Sarr,Abdoulaye,Chirurgie,7865
Ndiaye,Cheikh,Pediatrie,5219
Ndiaye,Moussa,Chirurgie,9716
Ba,Oumar,Chirurgie,952
Sarr,Aminata,Medecine generale,574
Kane,Abdoulaye,Pediatrie,8798
Sarr,Fatou,Dermatologie,3540
Kane,Abdoulaye,Dermatologie,2117
Sy,Abdoulaye,Dermatologie,4467
Diop,Abdoulaye,Cardiologie,9157
Kane,Moussa,Medecine generale,9183
Ndiaye,Ibrahima,Cardiologie,1722
Diallo,Abdoulaye,Cardiologie,3171
Sow,Mariama,Gynecologie,3888
Ba,Cheikh,Pediatrie,3950
Diallo,Ibrahima,Dermatologie,5425
Sy,Oumar,Chirurgie,2366
Kane,Cheikh,Dermatologie,5379
Faye,Ibrahima,Medecine generale,5208
Gueye,Moussa,Pediatrie,6413
Diallo,Moussa,Chirurgie,7527
Diallo,Moussa,Gynecologie,6907
Gueye,Abdoulaye,Pediatrie,8555
Kane,Cheikh,Dermatologie,9600
Sarr,Mamadou,Medecine generale,9754
Gueye,Fatou,Chirurgie,803
Kane,Khady,Pediatrie,8335
Sy,Oumar,Pediatrie,1367
Ndiaye,Mamadou,Chirurgie,9052
Faye,Fatou,Chirurgie,5365
Ndiaye,Cheikh,Chirurgie,4658
Sarr,Awa,Medecine generale,5845
Sarr,Fatou,Pediatrie,6593
Diop,Cheikh,Cardiologie,5359
Sy,Abdoulaye,Chirurgie,6678
Ndiaye,Aminata,Chirurgie,1666
Sarr,Ousmane,Chirurgie,522
Faye,Oumar,Cardiologie,577
Ndiaye,Aminata,Chirurgie,2256
Sarr,Mariama,Chirurgie,1958
Ba,Khady,Cardiologie,3343
Sow,Abdoulaye,Chirurgie,5337
Fall,Aminata,Dermatologie,7509
Sarr,Cheikh,Dermatologie,9272
Diop,Awa,Pediatrie,6855
Sy,Khady,Medecine generale,4593
Sow,Ibrahima,Medecine generale,8031
Sow,Mariama,Cardiologie,861
Ndiaye,Oumar,Medecine generale,6416
Fall,Fatou,Gynecologie,351
Sy,Mariama,Chirurgie,4063
Gueye,Fatou,Pediatrie,4091
Gueye,Ibrahima,Chirurgie,7750
Diallo,Oumar,Medecine generale,3725
Diop,Khady,Cardiologie,7185
Sow,Fatou,Dermatologie,7662
Faye,Fatou,Dermatologie,3338
Fall,Awa,Medecine generale,6064
Gueye,Mariama,Dermatologie,5207
Ndiaye,Mariama,Cardiologie,6722
Kane,Ousmane,Dermatologie,6392
Diop,Ibrahima,Cardiologie,4179
Sy,Mariama,Medecine generale,7019
Ba,Ibrahima,Pediatrie,5378
Sy,Khady,Cardiologie,8635
Sy,Mamadou,Pediatrie,3716
Ba,Moussa,Pediatrie,2813
Diallo,Khady,Pediatrie,6375
Diallo,Mamadou,Cardiologie,1430
Sy,Ibrahima,Medecine generale,6792
Sarr,Abdoulaye,Chirurgie,593
Gueye,Ousmane,Medecine generale,222
Ndiaye,Mamadou,Chirurgie,1353
Gueye,Mamadou,Chirurgie,7461
Sarr,Oumar,Cardiologie,165
Diallo,Cheikh,Chirurgie,9291
Kane,Mamadou,Pediatrie,4422
Gueye,Moussa,Medecine generale,7630
Diallo,Aminata,Chirurgie,6890
Fall,Aminata,Dermatologie,2702
Ndiaye,Abdoulaye,Chirurgie,3286
Diop,Mariama,Chirurgie,9718
Ndiaye,Mariama,Pediatrie,1412
Sy,Mariama,Pediatrie,1256
Fall,Fatou,Medecine generale,1446
Ba,Abdoulaye,Pediatrie,6781
Faye,Oumar,Pediatrie,2581
Sow,Fatou,Medecine generale,1765
Sarr,Oumar,Dermatologie,268
Sarr,Mamadou,Dermatologie,3339
Sy,Mariama,Dermatologie,9164
Faye,Ousmane,Cardiologie,2352
Gueye,Abdoulaye,Cardiologie,1490
Gueye,Fatou,Gynecologie,3052
Ndiaye,Oumar,Chirurgie,6691
Ba,Fatou,Gynecologie,5537
Fall,Awa,Dermatologie,5277
Diop,Ousmane,Pediatrie,5492
Sarr,Oumar,Cardiologie,584
Ba,Fatou,Dermatologie,8949
Ndiaye,Khady,Gynecologie,1160
Gueye,Mariama,Dermatologie,9263
Sy,Fatou,Dermatologie,3327
Faye,Awa,Dermatologie,809
Gueye,Mamadou,Pediatrie,8300
Kane,Fatou,Cardiologie,6732
Diallo,Ousmane,Pediatrie,8358
Ndiaye,Ousmane,Medecine generale,6521
Gueye,Fatou,Gynecologie,9562
Ndiaye,Aminata,Pediatrie,4734
Sow,Abdoulaye,Gynecologie,8679
Diallo,Khady,Pediatrie,4350
Sy,Cheikh,Chirurgie,1476
Gueye,Moussa,Dermatologie,9632
Gueye,Fatou,Pediatrie,6797
Gueye,Oumar,Gynecologie,3279
Diop,Moussa,Cardiologie,2410
Ba,Aminata,Medecine generale,7289
Sy,Moussa,Medecine generale,8905
Diallo,Cheikh,Cardiologie,185
Faye,Awa,Dermatologie,5663
Sarr,Abdoulaye,Dermatologie,9952
Sarr,Cheikh,Cardiologie,9836
Fall,Ibrahima,Chirurgie,7730
Fall,Abdoulaye,Cardiologie,1343
Faye,Awa,Chirurgie,8717
Ndiaye,Moussa,Cardiologie,3195
Faye,Aminata,Chirurgie,886
Diallo,Awa,Medecine generale,8628
Diallo,Mamadou,Pediatrie,1841
Ba,Ibrahima,Chirurgie,6592
Diop,Oumar,Chirurgie,838
Gueye,Fatou,Cardiologie,6511
Sarr,Moussa,Gynecologie,2290
Kane,Awa,Cardiologie,8534
Sy,Ibrahima,Dermatologie,9921
Sarr,Awa,Chirurgie,7489
Sy,Fatou,Chirurgie,7689
Diop,Awa,Medecine generale,8212
Sow,Awa,Cardiologie,7312
Sow,Moussa,Chirurgie,9424
Diop,Oumar,Chirurgie,7116
Sarr,Ousmane,Pediatrie,3510
Kane,Khady,Medecine generale,7973
Diop,Cheikh,Pediatrie,7673
Diallo,Cheikh,Cardiologie,8213
Fall,Cheikh,Medecine generale,4571
Ndiaye,Moussa,Dermatologie,7628
Sarr,Oumar,Gynecologie,2834
Diallo,Abdoulaye,Cardiologie,9061
Kane,Aminata,Gynecologie,4190
Diop,Awa,Chirurgie,5722
Diop,Aminata,Pediatrie,8566
Diop,Aminata,Medecine generale,1778
Sy,Ibrahima,Gynecologie,9102
Gueye,Ousmane,Gynecologie,9021
Gueye,Fatou,Chirurgie,4387
Sow,Ibrahima,Gynecologie,720
Gueye,Fatou,Pediatrie,4768
Sow,Cheikh,Chirurgie,8406
Ndiaye,Mamadou,Chirurgie,5380
Sy,Awa,Cardiologie,1875
Sow,Ibrahima,Cardiologie,3252
Sow,Mamadou,Gynecologie,1517
Faye,Ousmane,Chirurgie,9858
Ba,Mamadou,Medecine generale,6291
Sow,Abdoulaye,Cardiologie,5285
Sarr,Moussa,Dermatologie,7000
Fall,Ousmane,Dermatologie,7553
Gueye,Abdoulaye,Gynecologie,6024
Sarr,Mariama,Dermatologie,1681
Ba,Fatou,Chirurgie,820
Faye,Aminata,Pediatrie,7613
Kane,Ousmane,Cardiologie,6748
Kane,Moussa,Gynecologie,8581
Diallo,Abdoulaye,Medecine generale,4846
Ba,Ibrahima,Pediatrie,5526
Ba,Mamadou,Chirurgie,1224
Sow,Khady,Cardiologie,6908
Fall,Cheikh,Cardiologie,9762
Ndiaye,Ousmane,Gynecologie,2765
Diop,Ousmane,Chirurgie,2917
Faye,Abdoulaye,Medecine generale,7539
Sow,Mamadou,Medecine generale,7055
Ndiaye,Abdoulaye,Pediatrie,2451
Sy,Abdoulaye,Chirurgie,1301
Ba,Moussa,Chirurgie,6222
Sow,Moussa,Pediatrie,2461
Faye,Cheikh,Dermatologie,6467
Ndiaye,Aminata,Dermatologie,8397
Diallo,Oumar,Chirurgie,6562
Ndiaye,Oumar,Chirurgie,4932
Faye,Mariama,Gynecologie,1574
Ndiaye,Abdoulaye,Medecine generale,2365
Fall,Mariama,Pediatrie,7752
Gueye,Awa,Chirurgie,567
Ndiaye,Cheikh,Chirurgie,5914
Sarr,Mamadou,Medecine generale,4651
Ndiaye,Fatou,Gynecologie,6607
Diallo,Mamadou,Chirurgie,8409
Ndiaye,Mamadou,Cardiologie,3874
Diop,Mariama,Cardiologie,8047
Diallo,Oumar,Cardiologie,5278
Sy,Fatou,Pediatrie,5854
Ba,Khady,Chirurgie,4930
Fall,Ibrahima,Pediatrie,2253
Ba,Mariama,Pediatrie,5948
Sow,Ibrahima,Medecine generale,4614
Kane,Mamadou,Pediatrie,8336
Ndiaye,Ibrahima,Pediatrie,4672
Diop,Mariama,Dermatologie,4479
Diallo,Cheikh,Medecine generale,4612
Kane,Abdoulaye,Pediatrie,5798
Ndiaye,Cheikh,Gynecologie,3541
Kane,Awa,Pediatrie,2071
Gueye,Fatou,Cardiologie,1975
Diallo,Abdoulaye,Cardiologie,9184
Diop,Aminata,Cardiologie,3176
Diallo,Oumar,Pediatrie,5888
Ndiaye,Ibrahima,Pediatrie,5548
Sy,Awa,Cardiologie,1748
Sarr,Khady,Pediatrie,1040
Gueye,Ibrahima,Gynecologie,9256
Gueye,Mariama,Medecine generale,2758
Diop,Abdoulaye,Chirurgie,4510
Kane,Aminata,Cardiologie,9204
Ndiaye,Ousmane,Cardiologie,7085
Diallo,Ibrahima,Dermatologie,9568
Sarr,Abdoulaye,Pediatrie,1632
Kane,Aminata,Cardiologie,2302
Ba,Cheikh,Gynecologie,7993
Faye,Moussa,Gynecologie,1223
Ndiaye,Fatou,Chirurgie,5402
Ba,Abdoulaye,Chirurgie,2611
Ba,Khady,Pediatrie,4829
Diallo,Cheikh,Medecine generale,5840
Ndiaye,Mariama,Dermatologie,2207
Faye,Cheikh,Pediatrie,3467
Fall,Cheikh,Gynecologie,8468
Sarr,Ibrahima,Chirurgie,527
Sy,Khady,Pediatrie,2468
Diop,Ibrahima,Pediatrie,3206
Fall,Moussa,Cardiologie,949
Kane,Moussa,Gynecologie,3677
Gueye,Awa,Chirurgie,8266
Kane,Cheikh,Cardiologie,3789
Ba,Aminata,Cardiologie,8108
Sow,Fatou,Chirurgie,2102
Sy,Khady,Dermatologie,4156
Ndiaye,Abdoulaye,Medecine generale,9588
Fall,Cheikh,Pediatrie,9729
Sow,Moussa,Gynecologie,4551
Sy,Abdoulaye,Medecine generale,2998
Ba,Abdoulaye,Chirurgie,8865
Fall,Oumar,Pediatrie,945
Ndiaye,Ousmane,Pediatrie,5839
Kane,Ibrahima,Gynecologie,1292
Sow,Ibrahima,Dermatologie,6129
Diop,Mariama,Cardiologie,9988
Diallo,Moussa,Gynecologie,8529
Diallo,Moussa,Medecine generale,1961
Sy,Khady,Chirurgie,6174
Kane,Oumar,Gynecologie,5926
Fall,Mamadou,Gynecologie,669
Sarr,Abdoulaye,Medecine generale,3432
Gueye,Aminata,Chirurgie,9914
Ba,Abdoulaye,Cardiologie,9408
Gueye,Fatou,Dermatologie,7744
Ba,Oumar,Dermatologie,5515
Kane,Mamadou,Chirurgie,211
Fall,Khady,Gynecologie,377
Diop,Abdoulaye,Medecine generale,6067
Fall,Aminata,Pediatrie,866
Sy,Mariama,Dermatologie,548
Diop,Aminata,Medecine generale,417
Sarr,Moussa,Pediatrie,1319
Diallo,Moussa,Chirurgie,4269
Kane,Ibrahima,Cardiologie,5109
Sy,Fatou,Pediatrie,9018
Sarr,Mamadou,Medecine generale,3662
Fall,Ousmane,Chirurgie,5757
Kane,Abdoulaye,Gynecologie,8821
Fall,Mariama,Gynecologie,3356
Diop,Mariama,Gynecologie,2163
Kane,Mamadou,Chirurgie,1609
Diop,Oumar,Gynecologie,5220
Ba,Ousmane,Chirurgie,7824
Diop,Mariama,Pediatrie,1084
Ndiaye,Oumar,Gynecologie,5931
Diop,Ibrahima,Medecine generale,2949
Faye,Mariama,Medecine generale,3216
Gueye,Awa,Dermatologie,5601
Diallo,Aminata,Pediatrie,8650
Gueye,Oumar,Cardiologie,2660
Faye,Oumar,Cardiologie,1011
Kane,Cheikh,Pediatrie,7126
Diop,Khady,Gynecologie,1088
Sow,Oumar,Dermatologie,4967
Kane,Cheikh,Gynecologie,9247
Faye,Khady,Medecine generale,1017
Fall,Aminata,Medecine generale,7870
Diallo,Mamadou,Cardiologie,7799
Ba,Oumar,Cardiologie,1976
Ba,Ousmane,Medecine generale,9531
Sarr,Aminata,Pediatrie,2934
Gueye,Awa,Pediatrie,7522
Faye,Fatou,Pediatrie,3259
Ndiaye,Ibrahima,Cardiologie,4754
Faye,Aminata,Cardiologie,7309
Sow,Awa,Chirurgie,1238
Gueye,Khady,Cardiologie,5962
Ndiaye,Khady,Chirurgie,6928
Ndiaye,Oumar,Medecine generale,6717
Sow,Aminata,Medecine generale,1732
Diallo,Mamadou,Chirurgie,5094
Fall,Mamadou,Cardiologie,4206
Sow,Cheikh,Pediatrie,1378
Sy,Mamadou,Medecine generale,8407
Diallo,Khady,Chirurgie,8554
Gueye,Aminata,Medecine generale,1682
Ndiaye,Fatou,Cardiologie,2835
Diop,Fatou,Chirurgie,6328
Kane,Moussa,Medecine generale,9421
Sy,Ousmane,Dermatologie,5735
Kane,Cheikh,Pediatrie,2230
Kane,Awa,Gynecologie,8399
Ndiaye,Awa,Cardiologie,7573
Kane,Aminata,Dermatologie,2013
Diallo,Abdoulaye,Dermatologie,1379
Diallo,Ibrahima,Cardiologie,5576
Sow,Mariama,Chirurgie,3611
Kane,Aminata,Dermatologie,6493
Gueye,Khady,Dermatologie,5498
Sow,Cheikh,Medecine generale,8847
Sarr,Mariama,Cardiologie,9056
Sy,Abdoulaye,Gynecologie,2586
Faye,Moussa,Medecine generale,6547
Diallo,Ousmane,Cardiologie,1670
Sow,Cheikh,Chirurgie,6681
Kane,Abdoulaye,Gynecologie,5682
Ndiaye,Aminata,Chirurgie,7767
Ndiaye,Abdoulaye,Dermatologie,5524
Fall,Mariama,Pediatrie,8076
Sy,Mariama,Chirurgie,890
Faye,Mamadou,Gynecologie,5227
Sarr,Oumar,Pediatrie,4714
Fall,Aminata,Dermatologie,424
Sy,Oumar,Dermatologie,701
Ndiaye,Awa,Pediatrie,8344
Ba,Awa,Gynecologie,2527
Kane,Fatou,Pediatrie,6340
Sow,Oumar,Chirurgie,7976
Ndiaye,Ibrahima,Gynecologie,3989
Sow,Ousmane,Cardiologie,1547
Sy,Khady,Medecine generale,8027
Sow,Mamadou,Medecine generale,1719
Ba,Abdoulaye,Pediatrie,4052
Fall,Moussa,Cardiologie,5667
Faye,Khady,Cardiologie,683
Diop,Awa,Pediatrie,4705
Sow,Awa,Cardiologie,6848
Faye,Awa,Cardiologie,7892
Sy,Oumar,Medecine generale,1737
Faye,Awa,Chirurgie,2357
Ndiaye,Oumar,Dermatologie,1524
Diallo,Moussa,Medecine generale,2485
Sarr,Abdoulaye,Dermatologie,5123
Diallo,Mamadou,Chirurgie,940
Sy,Ousmane,Pediatrie,6034
Sow,Ousmane,Medecine generale,4234
Ba,Abdoulaye,Gynecologie,8246
Kane,Ousmane,Pediatrie,9509
Diop,Khady,Cardiologie,8149
Kane,Moussa,Dermatologie,3149
Sy,Mamadou,Medecine generale,4670
Sy,Ibrahima,Dermatologie,8459
Sow,Khady,Medecine generale,1342
Sow,Aminata,Pediatrie,2754
Diallo,Ibrahima,Pediatrie,6389
Ndiaye,Ousmane,Medecine generale,8646
Sow,Mariama,Pediatrie,3791
Gueye,Ousmane,Chirurgie,2106
Sarr,Oumar,Medecine generale,2257
Sow,Ousmane,Gynecologie,9326
Diallo,Khady,Gynecologie,9680
Faye,Mamadou,Chirurgie,4371
Diallo,Cheikh,Dermatologie,3036
Ndiaye,Khady,Cardiologie,1700
Kane,Moussa,Pediatrie,5497
Sy,Abdoulaye,Cardiologie,9265
Diallo,Oumar,Cardiologie,2771
Sarr,Khady,Dermatologie,9023
Gueye,Mamadou,Pediatrie,4954
Sow,Ibrahima,Cardiologie,9852
Ndiaye,Mariama,Cardiologie,3403
Sarr,Moussa,Cardiologie,4120
Diop,Cheikh,Chirurgie,4097
Fall,Oumar,Chirurgie,7080
Kane,Khady,Medecine generale,6187
Diallo,Ousmane,Dermatologie,7954
Ba,Abdoulaye,Medecine generale,9978
Sow,Mariama,Pediatrie,5547
Ndiaye,Oumar,Chirurgie,4441
Sow,Awa,Medecine generale,2101
Kane,Awa,Cardiologie,9253
Sow,Awa,Cardiologie,2532
Sow,Oumar,Pediatrie,57
Kane,Khady,Dermatologie,3359
Ba,Moussa,Medecine generale,6723
Faye,Cheikh,Dermatologie,4369
Faye,Cheikh,Pediatrie,2445
Kane,Ousmane,Cardiologie,4456
Faye,Cheikh,Dermatologie,1204
Ba,Mamadou,Chirurgie,5619
Kane,Cheikh,Cardiologie,4626
Kane,Khady,Cardiologie,9099
Sow,Fatou,Cardiologie,9205
Diop,Fatou,Chirurgie,7158
Faye,Ibrahima,Gynecologie,2136
Kane,Moussa,Cardiologie,8431
Diallo,Ousmane,Cardiologie,2890
Fall,Oumar,Dermatologie,9524
Ndiaye,Oumar,Medecine generale,4981
Ndiaye,Khady,Gynecologie,4707
Ba,Ibrahima,Chirurgie,5336
Gueye,Ousmane,Pediatrie,3063
Fall,Ousmane,Cardiologie,71
Kane,Moussa,Medecine generale,2840
Ndiaye,Aminata,Cardiologie,6310
Kane,Ibrahima,Pediatrie,3947
Diallo,Mamadou,Medecine generale,1706
Sy,Cheikh,Dermatologie,1889
Sy,Khady,Chirurgie,2794
Sarr,Mamadou,Medecine generale,8477
Diallo,Aminata,Gynecologie,2710
Faye,Moussa,Pediatrie,9626
Sow,Mamadou,Gynecologie,2377
Gueye,Aminata,Medecine generale,7948
Diop,Ibrahima,Gynecologie,8329
Gueye,Cheikh,Chirurgie,7284
Faye,Cheikh,Cardiologie,5339
Ba,Aminata,Dermatologie,2286
Diallo,Cheikh,Pediatrie,533
Ba,Mamadou,Pediatrie,8121
Sarr,Fatou,Medecine generale,6255
Faye,Fatou,Cardiologie,1668
Diop,Cheikh,Pediatrie,572
Sow,Awa,Cardiologie,7636
Faye,Moussa,Chirurgie,2301
Sow,Awa,Pediatrie,6762
Fall,Aminata,Chirurgie,1691
Fall,Aminata,Chirurgie,2912
Ndiaye,Oumar,Dermatologie,1146
Sow,Khady,Medecine generale,982
Gueye,Ousmane,Chirurgie,7229
Ndiaye,Mamadou,Cardiologie,8073
Sarr,Mariama,Cardiologie,8257
Sow,Mariama,Dermatologie,2550
Ndiaye,Mariama,Cardiologie,1568
Sarr,Khady,Cardiologie,6561
Diallo,Oumar,Cardiologie,7712
Fall,Mariama,Dermatologie,8876
Fall,Mariama,Dermatologie,1972
Sow,Abdoulaye,Gynecologie,5487
Faye,Oumar,Cardiologie,6803
Kane,Fatou,Gynecologie,4241
Ba,Mariama,Gynecologie,2707
Diop,Mariama,Gynecologie,2385
